ID,total_length_of_exons,mean,std,min,25%,50%,75%,max,sample_name
859,3849,693.8864640166277,178.56045362552726,0,617.0,717.0,813.0,1012,PVAL_70_S6
860,3843,708.9986989331252,138.65119857240117,199,620.0,719.0,813.0,1012,PVAL_70_S6
861,3798,712.8936282253818,133.79679582104603,304,623.0,721.0,814.0,1012,PVAL_70_S6
862,3789,714.1367115333861,132.02519597239194,304,623.0,722.0,814.0,1012,PVAL_70_S6
863,3765,715.6865869853917,130.92502394486527,304,624.0,723.0,815.0,1012,PVAL_70_S6
864,3759,715.8228252194733,131.15881561150235,304,625.0,723.0,815.0,1012,PVAL_70_S6
865,3732,715.6071811361201,131.7528856226164,304,624.0,723.0,816.0,1012,PVAL_70_S6
866,3726,715.4640365002684,131.81029553222652,304,624.0,723.0,816.0,1012,PVAL_70_S6
867,3726,716.4439076757917,131.5044897048692,304,625.25,725.0,816.0,1012,PVAL_70_S6
868,3720,716.5575268817204,131.73298922002434,304,625.0,725.0,816.0,1012,PVAL_70_S6
869,3681,716.7074164629176,131.84702710487701,304,625.0,725.0,817.0,1012,PVAL_70_S6
870,3669,718.8266557645135,131.23811651356013,304,630.0,727.0,817.0,1012,PVAL_70_S6
871,3612,716.0664451827242,133.05466199116844,304,624.0,722.0,819.0,1012,PVAL_70_S6
872,3588,712.3770903010034,131.0623135161471,304,623.0,719.0,814.0,1012,PVAL_70_S6
873,3582,717.5178671133446,132.3059530823499,304,625.0,725.0,819.0,1012,PVAL_70_S6
874,3564,717.3013468013468,133.50336328456098,304,625.0,725.0,820.0,1012,PVAL_70_S6
875,3510,710.7615384615384,133.35544163023306,304,619.25,716.0,809.75,1012,PVAL_70_S6
876,3126,695.274472168906,126.05357908810565,304,615.0,700.0,789.0,976,PVAL_70_S6
877,2940,700.1758503401361,132.70108046216703,304,614.0,701.5,796.0,1012,PVAL_70_S6
878,2817,730.0731274405396,137.36659196463464,304,640.0,740.0,836.0,1012,PVAL_70_S6
879,2730,723.7069597069597,132.62165756622164,304,632.0,733.0,821.0,1012,PVAL_70_S6
880,3768,715.3832271762208,131.31351952027677,304,624.0,723.0,815.0,1012,PVAL_70_S6
881,1788,755.3484340044743,153.0897815396964,158,641.0,775.5,885.0,1007,PVAL_70_S6
882,1788,755.3484340044743,153.08978153969642,158,641.0,775.5,885.0,1007,PVAL_70_S6
883,1788,755.3484340044743,153.08978153969642,158,641.0,775.5,885.0,1007,PVAL_70_S6
884,1788,755.3484340044743,153.0897815396964,158,641.0,775.5,885.0,1007,PVAL_70_S6
885,1794,754.8076923076923,153.12066450849733,158,639.25,774.0,884.0,1007,PVAL_70_S6
886,1785,755.7619047619048,152.885214807331,158,641.0,776.0,885.0,1007,PVAL_70_S6
887,933,780.3054662379421,125.24368496892217,424,695.0,786.0,866.0,1007,PVAL_70_S6
888,1788,755.3484340044743,153.08978153969642,158,641.0,775.5,885.0,1007,PVAL_70_S6
889,1788,755.3484340044743,153.0897815396964,158,641.0,775.5,885.0,1007,PVAL_70_S6
890,1401,733.4803711634547,158.9231254191944,158,622.0,739.0,859.0,1007,PVAL_70_S6
891,1401,733.4803711634547,158.9231254191944,158,622.0,739.0,859.0,1007,PVAL_70_S6
892,1401,733.4803711634547,158.9231254191944,158,622.0,739.0,859.0,1007,PVAL_70_S6
893,2463,791.3089727974016,158.11488726819223,303,677.0,790.0,900.0,1147,PVAL_70_S6
894,2439,797.2476424764247,159.38285205472815,303,678.0,800.0,918.5,1147,PVAL_70_S6
895,2463,791.237515225335,158.2177828082161,303,677.0,790.0,900.0,1147,PVAL_70_S6
896,2202,779.1489554950045,147.36748433632596,303,672.0,782.0,885.0,1076,PVAL_70_S6
897,2562,788.0897736143638,157.29961729936232,303,675.0,786.0,893.75,1147,PVAL_70_S6
898,2493,772.4404332129964,157.37451420876468,303,655.0,763.0,880.0,1147,PVAL_70_S6
899,2190,780.316894977169,146.91459634099772,303,674.25,782.0,885.0,1076,PVAL_70_S6
900,2487,772.9738640932851,157.18697878560104,303,656.0,764.0,880.0,1147,PVAL_70_S6
901,2226,758.7951482479784,144.53433414672253,303,650.25,756.0,863.0,1076,PVAL_70_S6
902,2463,791.237515225335,158.2177828082161,303,677.0,790.0,900.0,1147,PVAL_70_S6
903,2202,779.1489554950045,147.367484336326,303,672.0,782.0,885.0,1076,PVAL_70_S6
904,2196,779.6912568306011,147.20185987257722,303,673.0,782.0,885.0,1076,PVAL_70_S6
905,2469,790.7257999189956,158.3657003368174,303,675.0,789.0,899.0,1147,PVAL_70_S6
906,2466,902.0725871857259,164.02096537304053,493,779.0,896.5,1035.0,1240,PVAL_70_S6
907,2310,877.9593073593073,147.44167417092922,493,766.25,881.0,999.75,1157,PVAL_70_S6
908,2130,893.2507042253521,165.88081949730943,493,769.0,886.5,1033.0,1240,PVAL_70_S6
909,2124,892.1779661016949,155.32134153893145,493,772.0,889.0,1025.25,1203,PVAL_70_S6
910,2121,905.3394625176803,164.1503446668306,493,781.0,897.0,1036.0,1240,PVAL_70_S6
911,2118,885.6525023607177,162.00650255168915,493,761.25,881.5,1011.0,1240,PVAL_70_S6
912,2115,905.9475177304964,163.98285609458281,493,782.5,898.0,1037.0,1240,PVAL_70_S6
913,2043,874.6529613313754,143.49271456418612,493,765.0,873.0,991.0,1157,PVAL_70_S6
914,1782,900.2929292929293,170.19362275263092,493,767.0,890.0,1039.0,1240,PVAL_70_S6
915,2460,902.5873983739838,163.88706350695512,493,780.0,897.5,1036.0,1240,PVAL_70_S6
916,2469,895.2162818955043,158.94635409066376,493,778.0,893.0,1023.0,1240,PVAL_70_S6
917,2199,901.9286039108686,162.94330139060105,493,779.0,892.0,1033.0,1240,PVAL_70_S6
918,2421,507.5919041718298,130.320318657881,61,445.0,513.0,584.0,751,PVAL_70_S6
919,2427,495.9756901524516,128.24501803963534,61,433.0,506.0,571.0,751,PVAL_70_S6
920,2424,507.43935643564356,130.31186296078485,61,445.0,513.0,584.0,751,PVAL_70_S6
921,2379,508.69398907103823,131.61957315317608,61,444.0,517.0,591.0,751,PVAL_70_S6
922,2085,503.7189448441247,132.8268851955353,61,443.0,509.0,580.0,751,PVAL_70_S6
923,2982,607.9118041582831,129.14157240958156,37,539.0,614.0,687.0,920,PVAL_70_S6
924,1080,524.1296296296297,160.86934772046314,89,450.75,558.0,635.0,762,PVAL_70_S6
925,1080,898.5648148148148,190.90131437083042,302,770.75,900.5,1021.25,1290,PVAL_70_S6
926,1185,1171.7561181434598,312.4245159079611,215,1121.0,1278.0,1376.0,1488,PVAL_70_S6
927,1188,1171.4410774410774,312.0928631748377,215,1117.75,1278.0,1376.0,1488,PVAL_70_S6
928,1140,1169.9561403508771,318.34065194723837,215,1110.5,1286.0,1379.25,1488,PVAL_70_S6
929,1881,893.7591706539075,222.47231229151436,291,781.0,954.0,1056.0,1219,PVAL_70_S6
930,1008,1273.4246031746031,140.64888731631703,851,1187.0,1301.0,1387.0,1488,PVAL_70_S6
931,264,806.5075757575758,442.8720127917916,215,410.0,509.0,1242.5,1406,PVAL_70_S6
932,1008,1273.4246031746031,140.64888731631703,851,1187.0,1301.0,1387.0,1488,PVAL_70_S6
933,1881,893.7591706539075,222.47231229151438,291,781.0,954.0,1056.0,1219,PVAL_70_S6
934,738,1036.8373983739837,223.64692955973965,542,795.0,1113.5,1218.0,1330,PVAL_70_S6
935,3114,1022.8619139370585,262.4379917724105,291,889.0,1037.0,1200.0,1488,PVAL_70_S6
936,1143,1169.6334208223973,317.9850796201841,215,1107.5,1286.0,1379.0,1488,PVAL_70_S6
937,570,641.0859649122807,114.39850174550206,430,553.0,639.0,707.75,889,PVAL_70_S6
938,333,622.3333333333334,72.81106926305173,447,578.0,638.0,685.0,728,PVAL_70_S6
939,570,641.0859649122807,114.39850174550205,430,553.0,639.0,707.75,889,PVAL_70_S6
940,513,639.401559454191,117.15869044831182,430,554.0,627.0,713.0,889,PVAL_70_S6
941,1245,898.5903614457832,126.78597139936083,545,811.0,917.0,1000.0,1141,PVAL_70_S6
942,1245,898.5903614457832,126.78597139936083,545,811.0,917.0,1000.0,1141,PVAL_70_S6
943,1245,898.5903614457832,126.78597139936083,545,811.0,917.0,1000.0,1141,PVAL_70_S6
944,1203,907.6683291770573,142.54924905253728,570,810.0,908.0,997.5,1219,PVAL_70_S6
945,969,893.577915376677,126.8574652719998,594,804.0,903.0,980.0,1197,PVAL_70_S6
946,1359,841.1817512877116,250.29428939050183,47,773.0,886.0,984.0,1219,PVAL_70_S6
947,2931,942.5114295462299,152.86283794392176,444,839.0,963.0,1062.0,1274,PVAL_70_S6
948,2919,943.9660842754367,151.47242326933326,444,840.0,964.0,1062.0,1274,PVAL_70_S6
949,2934,942.3912747102931,152.83097680911558,444,839.0,963.0,1062.0,1274,PVAL_70_S6
950,2928,942.5771857923497,152.92733877563754,444,839.0,964.0,1062.0,1274,PVAL_70_S6
951,2916,944.0336076817558,151.53570497458057,444,840.0,964.5,1062.25,1274,PVAL_70_S6
952,2922,943.8439425051334,151.44273742074253,444,840.0,964.0,1062.0,1274,PVAL_70_S6
953,2931,942.4568406687138,152.89544408726903,444,839.0,963.0,1062.0,1274,PVAL_70_S6
954,2919,943.9112709832134,151.50599037551532,444,839.5,964.0,1062.0,1274,PVAL_70_S6
955,570,827.0578947368421,144.51350475672334,513,708.0,816.0,954.5,1081,PVAL_70_S6
956,567,817.7601410934744,152.0609033834445,499,701.0,798.0,955.0,1081,PVAL_70_S6
957,567,817.7601410934744,152.0609033834445,499,701.0,798.0,955.0,1081,PVAL_70_S6
958,570,827.0578947368421,144.51350475672336,513,708.0,816.0,954.5,1081,PVAL_70_S6
959,1182,846.6565143824027,159.08197830427474,433,720.25,859.0,982.75,1124,PVAL_70_S6
960,1203,541.3690773067332,112.91161758540873,237,474.0,544.0,624.0,778,PVAL_70_S6
961,1335,780.1423220973783,156.00709955494125,380,672.0,774.0,908.5,1054,PVAL_70_S6
962,1329,802.379984951091,159.84722352978326,380,689.0,821.0,939.0,1135,PVAL_70_S6
963,888,855.8457207207207,123.66559385010233,510,779.75,876.0,955.0,1054,PVAL_70_S6
964,966,840.8581780538302,129.12967964883498,510,718.5,863.0,950.0,1054,PVAL_70_S6
965,1476,786.2364498644987,153.86566996097775,380,675.0,794.5,920.25,1054,PVAL_70_S6
966,1494,789.0568942436412,156.56586741660027,380,675.25,796.0,923.5,1135,PVAL_70_S6
967,4173,990.8514258327342,142.896398152611,550,891.0,1023.0,1097.0,1240,PVAL_70_S6
968,4227,988.6508161816892,143.80279014191342,550,890.0,1020.0,1095.5,1240,PVAL_70_S6
969,2805,1003.845632798574,146.15420910273406,550,911.0,1045.0,1116.0,1226,PVAL_70_S6
970,2883,947.7818244883802,146.45481591484338,550,844.0,955.0,1059.5,1240,PVAL_70_S6
971,2271,664.6754733597534,109.73821035662934,329,592.0,663.0,715.0,973,PVAL_70_S6
972,1977,657.8492665655033,101.52124057642507,329,590.0,662.0,712.0,973,PVAL_70_S6
973,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
974,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
975,2064,666.6279069767442,113.4365112758256,329,591.0,664.0,718.0,973,PVAL_70_S6
976,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
977,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
978,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
979,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
980,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
981,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
982,1548,669.1453488372093,107.22842696984641,329,596.0,675.0,730.25,973,PVAL_70_S6
983,1977,657.8492665655033,101.52124057642507,329,590.0,662.0,712.0,973,PVAL_70_S6
984,1248,667.4214743589744,109.23751299704517,329,596.0,675.0,729.0,973,PVAL_70_S6
985,1248,667.4214743589744,109.23751299704519,329,596.0,675.0,729.0,973,PVAL_70_S6
986,1248,667.4214743589744,109.23751299704519,329,596.0,675.0,729.0,973,PVAL_70_S6
987,1197,676.2013366750209,101.49794665641927,432,608.0,678.0,733.0,973,PVAL_70_S6
988,1197,676.2013366750209,101.49794665641927,432,608.0,678.0,733.0,973,PVAL_70_S6
989,1197,676.2013366750209,101.49794665641926,432,608.0,678.0,733.0,973,PVAL_70_S6
990,1197,676.2013366750209,101.49794665641926,432,608.0,678.0,733.0,973,PVAL_70_S6
991,2178,666.4843893480257,111.28486245030084,329,592.0,666.0,718.0,973,PVAL_70_S6
992,2172,669.1058931860036,109.4397643437119,329,596.0,668.0,718.0,973,PVAL_70_S6
993,2106,661.4586894586895,111.0090726342571,329,589.25,658.0,709.0,973,PVAL_70_S6
994,2805,691.6249554367201,175.81978503355,248,562.0,674.0,800.0,1218,PVAL_70_S6
995,2607,698.0563866513234,179.79097472813353,248,562.0,682.0,809.5,1218,PVAL_70_S6
996,4083,902.8153318638256,190.72640272335812,248,831.0,940.0,1028.0,1286,PVAL_70_S6
997,3693,920.1963173571622,185.16091115573124,248,854.0,957.0,1035.0,1286,PVAL_70_S6
998,3177,953.3015423355366,115.69217430199731,555,876.0,962.0,1033.0,1286,PVAL_70_S6
999,3177,953.3015423355366,115.69217430199731,555,876.0,962.0,1033.0,1286,PVAL_70_S6
1000,1566,822.8397190293742,109.56504995749958,562,759.25,825.0,885.75,1110,PVAL_70_S6
1001,1569,822.6813256851498,109.52030919794223,562,758.0,825.0,885.0,1110,PVAL_70_S6
1002,1566,822.8397190293742,109.56504995749958,562,759.25,825.0,885.75,1110,PVAL_70_S6
1003,1566,822.8397190293742,109.56504995749957,562,759.25,825.0,885.75,1110,PVAL_70_S6
1004,1650,822.6690909090909,117.2976893299978,518,753.0,824.0,888.0,1110,PVAL_70_S6
1005,1611,827.4934823091247,113.9518822978912,562,760.0,826.0,890.0,1110,PVAL_70_S6
1006,1599,819.4534083802376,111.24858643734801,562,753.0,823.0,885.0,1110,PVAL_70_S6
1007,1290,835.5736434108527,111.39877802490902,562,771.25,839.0,898.0,1110,PVAL_70_S6
1008,1566,822.8397190293742,109.56504995749957,562,759.25,825.0,885.75,1110,PVAL_70_S6
1009,1290,835.5736434108527,111.39877802490902,562,771.25,839.0,898.0,1110,PVAL_70_S6
1010,1221,835.4594594594595,114.98775146190552,562,766.0,842.0,902.0,1110,PVAL_70_S6
1011,1221,835.4594594594595,114.98775146190552,562,766.0,842.0,902.0,1110,PVAL_70_S6
1012,1641,824.2602071907373,115.62485040604575,562,754.0,825.0,889.0,1110,PVAL_70_S6
1013,1362,1217.3810572687225,114.54105858103982,860,1138.0,1217.0,1321.0,1417,PVAL_70_S6
1014,1365,1216.9054945054945,114.86376224646706,860,1138.0,1217.0,1321.0,1417,PVAL_70_S6
1015,1395,635.4888888888889,337.5537308606114,2,318.5,783.0,903.5,1066,PVAL_70_S6
1016,762,835.1023622047244,140.34835586175777,428,760.0,858.0,941.0,1066,PVAL_70_S6
1017,339,687.3952802359883,135.23642493258055,407,556.5,723.0,797.5,909,PVAL_70_S6
1018,1395,635.4888888888889,337.5537308606114,2,318.5,783.0,903.5,1066,PVAL_70_S6
1019,570,862.3842105263158,170.29508586704804,352,749.0,882.5,970.75,1179,PVAL_70_S6
1020,2283,806.1489268506351,158.06077410488584,297,690.5,845.0,919.0,1169,PVAL_70_S6
1021,2373,764.5844922039612,191.23185285649447,62,646.0,812.0,907.0,1169,PVAL_70_S6
1022,2391,765.3831033040569,190.73119935905314,62,647.0,815.0,906.0,1169,PVAL_70_S6
1023,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1024,2469,808.9380315917375,121.89587168051528,459,729.0,817.0,900.0,1113,PVAL_70_S6
1025,1662,808.7418772563177,109.37047784501783,474,735.0,824.5,897.0,995,PVAL_70_S6
1026,1614,812.9064436183395,108.19042726202018,474,747.25,830.0,900.0,995,PVAL_70_S6
1027,1395,810.3863799283154,112.3797579676794,474,739.0,826.0,901.0,995,PVAL_70_S6
1028,2469,808.9380315917375,121.89587168051528,459,729.0,817.0,900.0,1113,PVAL_70_S6
1029,2469,808.9380315917375,121.89587168051528,459,729.0,817.0,900.0,1113,PVAL_70_S6
1030,2433,811.5930949445129,120.79577692137026,459,737.0,819.0,901.0,1113,PVAL_70_S6
1031,2001,807.76011994003,123.69416893607236,459,723.0,818.0,898.0,1113,PVAL_70_S6
1032,2049,804.5026842362128,124.07054884792028,459,713.0,815.0,895.0,1113,PVAL_70_S6
1033,1662,808.7418772563177,109.37047784501785,474,735.0,824.5,897.0,995,PVAL_70_S6
1034,1614,812.9064436183395,108.19042726202018,474,747.25,830.0,900.0,995,PVAL_70_S6
1035,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1036,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1037,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1038,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1039,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1040,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1041,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1042,1395,810.3863799283154,112.3797579676794,474,739.0,826.0,901.0,995,PVAL_70_S6
1043,1416,809.151836158192,112.20213446703363,474,737.0,824.0,901.0,995,PVAL_70_S6
1044,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1045,1434,806.8514644351465,113.55426185376446,474,732.25,821.0,900.0,995,PVAL_70_S6
1046,966,803.4006211180124,113.29625505258431,502,720.25,824.5,895.0,995,PVAL_70_S6
1047,966,803.4006211180124,113.29625505258431,502,720.25,824.5,895.0,995,PVAL_70_S6
1048,966,803.4006211180124,113.29625505258433,502,720.25,824.5,895.0,995,PVAL_70_S6
1049,2517,806.2638061183949,122.27305448883318,459,723.0,815.0,899.0,1113,PVAL_70_S6
1050,1839,815.2289287656334,155.75644092825306,287,719.5,835.0,937.0,1112,PVAL_70_S6
1051,2520,833.3079365079365,169.90301397242894,287,724.75,853.0,962.0,1226,PVAL_70_S6
1052,2454,838.959250203749,166.36599313268138,287,731.0,859.0,965.0,1226,PVAL_70_S6
1053,1704,817.7265258215963,158.88543193795246,287,721.0,839.0,942.0,1112,PVAL_70_S6
1054,1854,866.8387270765911,153.4691138442951,457,761.0,876.0,974.75,1226,PVAL_70_S6
1055,2520,833.3079365079365,169.90301397242894,287,724.75,853.0,962.0,1226,PVAL_70_S6
1056,2478,838.9963680387409,165.5627793279451,287,731.25,856.5,964.0,1226,PVAL_70_S6
1057,2454,838.959250203749,166.36599313268138,287,731.0,859.0,965.0,1226,PVAL_70_S6
1058,1839,815.2289287656334,155.75644092825306,287,719.5,835.0,937.0,1112,PVAL_70_S6
1059,1815,814.8644628099173,156.74474270245034,287,718.0,834.0,938.0,1112,PVAL_70_S6
1060,2478,838.9963680387409,165.56277932794507,287,731.25,856.5,964.0,1226,PVAL_70_S6
1061,3561,677.8652064026959,109.61889202370061,334,611.0,684.0,764.0,878,PVAL_70_S6
1062,2424,893.2178217821782,145.43645016276616,512,791.0,901.5,997.0,1254,PVAL_70_S6
1063,3345,887.2101644245142,191.6479069324312,0,788.0,915.0,1012.0,1254,PVAL_70_S6
1064,3270,904.1042813455657,148.77192334548033,512,797.25,918.0,1014.0,1254,PVAL_70_S6
1065,3309,903.7866424901783,147.99985637758775,512,799.0,917.0,1013.0,1254,PVAL_70_S6
1066,3270,904.1042813455657,148.77192334548033,512,797.25,918.0,1014.0,1254,PVAL_70_S6
1067,3207,1059.59245400686,199.42200036293517,546,931.0,1054.0,1211.0,1570,PVAL_70_S6
1068,2589,654.7246040942449,177.45865557055396,344,559.0,620.0,701.0,1379,PVAL_70_S6
1069,2184,666.3946886446887,186.18021082190648,352,565.0,620.0,713.0,1379,PVAL_70_S6
1070,2184,666.3946886446887,186.18021082190648,352,565.0,620.0,713.0,1379,PVAL_70_S6
1071,2184,666.3946886446887,186.18021082190648,352,565.0,620.0,713.0,1379,PVAL_70_S6
1072,2433,662.1689272503082,179.77435780688162,344,565.0,626.0,708.0,1379,PVAL_70_S6
1073,2271,663.6345222369,183.96767415413322,352,563.0,621.0,708.5,1379,PVAL_70_S6
1074,2271,663.6345222369,183.96767415413322,352,563.0,621.0,708.5,1379,PVAL_70_S6
1075,2217,670.2277852954443,187.5280580311347,352,565.0,622.0,719.0,1379,PVAL_70_S6
1076,2028,676.2233727810651,188.81344216147173,352,570.0,632.0,722.25,1379,PVAL_70_S6
1077,1656,697.4643719806763,198.75241988372258,394,573.0,642.5,753.25,1379,PVAL_70_S6
1078,1656,697.4643719806763,198.75241988372258,394,573.0,642.5,753.25,1379,PVAL_70_S6
1079,2016,677.6537698412699,188.46448656300916,352,570.0,633.0,723.25,1379,PVAL_70_S6
1080,2622,658.1125095347063,178.9852227468159,344,560.0,621.0,706.0,1379,PVAL_70_S6
1081,2280,663.9070175438596,183.43323758055536,352,564.0,622.0,708.0,1379,PVAL_70_S6
1082,6861,865.9641451683428,149.59364841860182,202,781.0,884.0,964.0,1214,PVAL_70_S6
1083,4344,769.106123388582,196.1259375842565,6,666.0,793.0,880.0,1235,PVAL_70_S6
1084,4146,796.0096478533526,152.52650987845445,214,681.0,802.0,884.0,1235,PVAL_70_S6
1085,4341,783.9705137065192,159.6760143074241,367,666.0,793.0,880.0,1235,PVAL_70_S6
1086,3891,801.254433307633,151.9068143112638,439,683.0,805.0,889.0,1235,PVAL_70_S6
1087,3891,801.254433307633,151.9068143112638,439,683.0,805.0,889.0,1235,PVAL_70_S6
1088,3891,801.254433307633,151.90681431126376,439,683.0,805.0,889.0,1235,PVAL_70_S6
1089,3891,801.254433307633,151.90681431126376,439,683.0,805.0,889.0,1235,PVAL_70_S6
1090,4188,768.142311365807,198.2558539154818,6,665.0,792.5,877.0,1235,PVAL_70_S6
1091,552,731.4800724637681,114.62625910101852,214,658.75,745.0,829.0,910,PVAL_70_S6
1092,1212,920.7343234323432,177.13336765192022,545,774.0,920.5,1044.25,1359,PVAL_70_S6
1093,1731,827.5534373194686,294.3968535886854,137,654.0,862.0,1032.0,1394,PVAL_70_S6
1094,621,894.8132045088566,123.48225895638865,545,820.0,916.0,1002.0,1093,PVAL_70_S6
1095,408,706.3112745098039,137.29400891829957,368,613.5,727.0,804.0,926,PVAL_70_S6
1096,1131,657.8877099911583,141.94829153001822,368,548.0,649.0,755.5,1010,PVAL_70_S6
1097,1047,669.6867239732569,98.71898063267336,384,602.0,688.0,736.0,873,PVAL_70_S6
1098,987,667.2695035460993,100.88130068374292,384,597.0,681.0,737.0,873,PVAL_70_S6
1099,651,701.1274961597542,90.11901889099207,438,645.5,714.0,752.0,873,PVAL_70_S6
1100,2007,891.5844544095665,136.16184331436062,518,795.0,888.0,997.0,1217,PVAL_70_S6
1101,1947,883.8228043143297,130.31594516394165,518,792.0,883.0,987.0,1172,PVAL_70_S6
1102,1704,884.3849765258216,132.3439251962366,518,789.0,887.0,990.0,1172,PVAL_70_S6
1103,1704,884.3849765258216,132.3439251962366,518,789.0,887.0,990.0,1172,PVAL_70_S6
1104,1848,891.0027056277056,129.0379440518495,518,798.75,891.5,994.25,1172,PVAL_70_S6
1105,1764,893.1967120181406,138.74534784642051,518,792.0,892.0,999.0,1217,PVAL_70_S6
1106,1605,892.6866043613708,130.94745229705075,518,796.0,899.0,996.0,1172,PVAL_70_S6
1107,1947,883.8228043143297,130.31594516394165,518,792.0,883.0,987.0,1172,PVAL_70_S6
1108,2457,846.4989824989825,169.12744824233667,377,732.0,863.0,961.0,1283,PVAL_70_S6
1109,3219,835.4464119291705,197.17650970831014,185,716.5,874.0,972.0,1283,PVAL_70_S6
1110,3345,843.2346786248131,197.59089784670215,185,724.0,885.0,981.0,1283,PVAL_70_S6
1111,5199,940.6768609347952,213.83596821331474,339,800.0,945.0,1104.0,1386,PVAL_70_S6
1112,4158,956.3823953823954,218.4619074381747,339,808.25,964.0,1127.0,1386,PVAL_70_S6
1113,5127,938.0622196216111,214.04936472870216,339,798.0,941.0,1100.0,1386,PVAL_70_S6
1114,7032,931.3176905574517,163.86937738902756,423,824.0,954.0,1051.0,1305,PVAL_70_S6
1115,7026,931.5859664104754,163.6345448898922,423,825.0,954.0,1051.0,1305,PVAL_70_S6
1116,7044,930.4781374219193,164.46749340502555,423,823.0,953.0,1051.0,1305,PVAL_70_S6
1117,1659,784.2742616033755,158.19390426176128,417,677.5,791.0,905.5,1083,PVAL_70_S6
1118,1131,658.5649867374005,129.18390531508007,324,578.0,667.0,750.0,955,PVAL_70_S6
1119,1185,656.7645569620253,126.49525052306207,324,584.0,662.0,747.0,955,PVAL_70_S6
1120,1212,654.3283828382838,126.24349384722127,324,579.0,660.0,744.25,955,PVAL_70_S6
1121,1158,655.9732297063904,128.89763370277737,324,573.0,664.0,748.0,955,PVAL_70_S6
1122,2364,722.4022842639594,232.76185744234508,45,657.0,766.0,871.0,1090,PVAL_70_S6
1123,1302,448.6436251920123,107.58505793234839,142,372.0,462.0,531.75,660,PVAL_70_S6
1124,1302,818.915514592934,194.57788662530618,188,740.25,860.0,947.0,1125,PVAL_70_S6
1125,1455,841.758762886598,195.91461928793908,188,761.5,880.0,976.0,1125,PVAL_70_S6
1126,3210,576.086292834891,237.39296818828265,31,408.0,610.0,761.5,1010,PVAL_70_S6
1127,3399,588.8758458370108,237.88942832330318,31,416.0,617.0,781.0,1010,PVAL_70_S6
1128,1182,595.8815566835872,117.1912012962131,300,522.25,598.0,661.75,899,PVAL_70_S6
1129,1182,595.8815566835872,117.1912012962131,300,522.25,598.0,661.75,899,PVAL_70_S6
1130,1041,599.5802113352546,123.67523208431486,300,514.0,603.0,679.0,899,PVAL_70_S6
1131,1026,601.5643274853801,122.89269661915542,300,513.0,604.0,681.75,899,PVAL_70_S6
1132,786,618.4949109414758,113.04026946995124,371,548.0,605.0,679.75,899,PVAL_70_S6
1133,630,633.3492063492064,118.56357544483296,393,555.0,626.0,724.0,899,PVAL_70_S6
1134,645,629.4077519379845,120.87795909807035,343,550.0,622.0,723.0,899,PVAL_70_S6
1135,1065,613.9718309859155,107.19103683934219,338,550.0,606.0,677.0,899,PVAL_70_S6
1136,924,620.8993506493506,112.57603973894652,338,551.0,616.0,693.25,899,PVAL_70_S6
1137,909,623.4906490649065,110.93628946360475,338,555.0,618.0,697.0,899,PVAL_70_S6
1138,705,596.9191489361702,95.70887135523458,371,542.0,597.0,645.0,852,PVAL_70_S6
1139,549,607.8342440801457,101.67232967146728,393,544.0,608.0,668.0,852,PVAL_70_S6
1140,564,604.0053191489362,104.21272976215793,343,537.0,605.0,663.25,852,PVAL_70_S6
1141,1065,613.9718309859155,107.19103683934219,338,550.0,606.0,677.0,899,PVAL_70_S6
1142,1065,613.9718309859155,107.19103683934219,338,550.0,606.0,677.0,899,PVAL_70_S6
1143,738,757.2344173441735,157.64851259087717,393,648.25,733.5,841.75,1111,PVAL_70_S6
1144,738,757.2344173441735,157.64851259087717,393,648.25,733.5,841.75,1111,PVAL_70_S6
1145,693,755.3795093795094,162.30522871241394,393,640.0,725.0,849.0,1111,PVAL_70_S6
1146,5424,585.5176991150443,94.5392958629851,287,521.0,591.0,647.0,836,PVAL_70_S6
1147,5223,586.4529963622439,94.52556471272855,287,522.0,593.0,647.0,836,PVAL_70_S6
