name	depth	num_bases_at_depth	size_of_feature	pros_of_A_at_depth
all	870	541	971256	5.57e-4
all	871	477	971256	4.911e-4
all	872	378	971256	3.892e-4
all	873	551	971256	5.673e-4
all	874	438	971256	4.51e-4
all	875	560	971256	5.766e-4
all	876	626	971256	6.445e-4
all	877	523	971256	5.385e-4
all	878	440	971256	4.53e-4
all	879	556	971256	5.725e-4
all	880	592	971256	6.095e-4
all	881	670	971256	6.898e-4
all	882	742	971256	7.64e-4
all	883	547	971256	5.632e-4
all	884	509	971256	5.241e-4
all	885	455	971256	4.685e-4
all	886	545	971256	5.611e-4
all	887	475	971256	4.891e-4
all	888	410	971256	4.221e-4
all	889	557	971256	5.735e-4
all	890	411	971256	4.232e-4
all	891	427	971256	4.396e-4
all	892	387	971256	3.985e-4
all	893	253	971256	2.605e-4
all	894	461	971256	4.746e-4
all	895	272	971256	2.8e-4
all	896	343	971256	3.532e-4
all	897	259	971256	2.667e-4
all	898	378	971256	3.892e-4
all	899	478	971256	4.921e-4
all	900	342	971256	3.521e-4
all	901	289	971256	2.976e-4
all	902	239	971256	2.461e-4
all	903	307	971256	3.161e-4
all	904	226	971256	2.327e-4
all	905	275	971256	2.831e-4
all	906	248	971256	2.553e-4
all	907	312	971256	3.212e-4
all	908	344	971256	3.542e-4
all	909	332	971256	3.418e-4
all	910	248	971256	2.553e-4
all	911	335	971256	3.449e-4
all	912	266	971256	2.739e-4
all	913	205	971256	2.111e-4
all	914	256	971256	2.636e-4
all	915	254	971256	2.615e-4
all	916	238	971256	2.45e-4
all	917	265	971256	2.728e-4
all	918	233	971256	2.399e-4
all	919	276	971256	2.842e-4
all	920	262	971256	2.698e-4
all	921	316	971256	3.254e-4
all	922	195	971256	2.008e-4
all	923	250	971256	2.574e-4
all	924	201	971256	2.069e-4
all	925	159	971256	1.637e-4
all	926	221	971256	2.275e-4
all	927	225	971256	2.317e-4
all	928	240	971256	2.471e-4
all	929	187	971256	1.925e-4
all	930	265	971256	2.728e-4
all	931	150	971256	1.544e-4
all	932	172	971256	1.771e-4
all	933	131	971256	1.349e-4
all	934	237	971256	2.44e-4
all	935	137	971256	1.411e-4
all	936	204	971256	2.1e-4
all	937	173	971256	1.781e-4
all	938	132	971256	1.359e-4
all	939	156	971256	1.606e-4
all	940	257	971256	2.646e-4
all	941	126	971256	1.297e-4
all	942	133	971256	1.369e-4
all	943	98	971256	1.009e-4
all	944	132	971256	1.359e-4
all	945	95	971256	9.78e-5
all	946	98	971256	1.009e-4
all	947	62	971256	6.38e-5
all	948	136	971256	1.4e-4
all	949	106	971256	1.091e-4
all	950	102	971256	1.05e-4
all	951	87	971256	8.96e-5
all	952	105	971256	1.081e-4
all	953	81	971256	8.34e-5
all	954	53	971256	5.46e-5
all	955	83	971256	8.55e-5
all	956	146	971256	1.503e-4
all	957	175	971256	1.802e-4
all	958	121	971256	1.246e-4
all	959	97	971256	9.99e-5
all	960	80	971256	8.24e-5
all	961	101	971256	1.04e-4
all	962	49	971256	5.05e-5
all	963	55	971256	5.66e-5
all	964	87	971256	8.96e-5
all	965	52	971256	5.35e-5
all	966	77	971256	7.93e-5
all	967	76	971256	7.82e-5
all	968	23	971256	2.37e-5
all	969	50	971256	5.15e-5
all	970	46	971256	4.74e-5
all	971	108	971256	1.112e-4
all	972	146	971256	1.503e-4
all	973	125	971256	1.287e-4
all	974	99	971256	1.019e-4
all	975	55	971256	5.66e-5
all	976	52	971256	5.35e-5
all	977	36	971256	3.71e-5
all	978	47	971256	4.84e-5
all	979	37	971256	3.81e-5
all	980	35	971256	3.6e-5
all	981	71	971256	7.31e-5
all	982	34	971256	3.5e-5
all	983	115	971256	1.184e-4
all	984	74	971256	7.62e-5
all	985	40	971256	4.12e-5
all	986	85	971256	8.75e-5
all	987	68	971256	7e-5
all	988	105	971256	1.081e-4
all	989	39	971256	4.02e-5
all	990	34	971256	3.5e-5
all	991	51	971256	5.25e-5
all	992	70	971256	7.21e-5
all	993	68	971256	7e-5
all	994	34	971256	3.5e-5
all	995	60	971256	6.18e-5
all	996	82	971256	8.44e-5
all	997	33	971256	3.4e-5
all	998	23	971256	2.37e-5
all	999	33	971256	3.4e-5
all	1000	44	971256	4.53e-5
all	1001	68	971256	7e-5
all	1002	24	971256	2.47e-5
all	1003	48	971256	4.94e-5
all	1004	12	971256	1.24e-5
all	1005	6	971256	6.2e-6
all	1006	30	971256	3.09e-5
all	1008	22	971256	2.27e-5
all	1009	11	971256	1.13e-5
all	1010	1	971256	1e-6
all	1014	7	971256	7.2e-6
all	1017	7	971256	7.2e-6
all	1018	1	971256	1e-6
all	1019	11	971256	1.13e-5
all	1020	10	971256	1.03e-5
all	1021	5	971256	5.1e-6
all	1022	5	971256	5.1e-6
all	1026	5	971256	5.1e-6
all	1027	5	971256	5.1e-6
all	1031	5	971256	5.1e-6
all	1032	5	971256	5.1e-6
all	1036	10	971256	1.03e-5
all	1037	5	971256	5.1e-6
all	1038	5	971256	5.1e-6
all	1041	10	971256	1.03e-5
all	1042	5	971256	5.1e-6
all	1043	10	971256	1.03e-5
all	1044	5	971256	5.1e-6
all	1046	5	971256	5.1e-6
all	1047	10	971256	1.03e-5
all	1048	5	971256	5.1e-6
all	1049	15	971256	1.54e-5
all	1051	5	971256	5.1e-6
all	1052	5	971256	5.1e-6
all	1053	5	971256	5.1e-6
all	1054	15	971256	1.54e-5
all	1057	15	971256	1.54e-5
all	1059	10	971256	1.03e-5
all	1060	5	971256	5.1e-6
all	1063	5	971256	5.1e-6
all	1073	5	971256	5.1e-6
all	1075	5	971256	5.1e-6
all	1076	5	971256	5.1e-6
